Dificulty,Category,Exercise,Visual Example
Beginner,Freeweight,Kettlebell Deep Push-Up,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Deep-Push-Up.gif
Beginner,Freeweight,Kettlebell Figure 8,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Figure-8.gif
Beginner,Freeweight,Kettlebell Front Squat,https://fitnessprogramer.com/wp-content/uploads/2022/10/Kettlebell-front-squat.gif
Beginner,Freeweight,Kettlebell Goblet Squat,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-goblet-squat.gif
Beginner,Freeweight,Kettlebell Hang Clean,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Hang-Clean.gif
Beginner,Freeweight,Kettlebell Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2022/09/Kettlebell-Lateral-Raise.gif
Beginner,Freeweight,Kettlebell One-Arm Military Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-One-Arm-Military-Press.gif
Beginner,Freeweight,Kettlebell Pistol Squats,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Pistol-Squats.gif
Beginner,Freeweight,Kettlebell Renegade Row,https://fitnessprogramer.com/wp-content/uploads/2022/07/Kettlebell-Renegade-Row.gif
Beginner,Freeweight,Kettlebell Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/11/Kettlebell-Shoulder-Press.gif
Beginner,Freeweight,Kettlebell Single Leg Deadlift,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kneeling-Quad-Stretch.gif
Beginner,Freeweight,Kettlebell Split Snatch,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Split-Snatch.gif
Beginner,Freeweight,Kettlebell Swings,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Swings.gif
Beginner,Freeweight,Kettlebell Thruster,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Thruster.gif
Beginner,Freeweight,Kettlebell Windmill,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kettlebell-Windmill.gif
Beginner,Bodyweight,Kicks Leg Bent,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kicks-Leg-Bent.gif
Elite,Bodyweight,Kipping Handstand Push-up,https://fitnessprogramer.com/wp-content/uploads/2023/07/kipping-handstand-push-up.gif
Beginner,Stretch,Knee Circles,https://fitnessprogramer.com/wp-content/uploads/2022/06/Knee-Circles.gif
Elite,Bodyweight,Kneeling Back Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Back-Rotation-Stretch.gif
Beginner,Machine,Kneeling Cable Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/02/Kneeling-Cable-Crunch.gif
Beginner,Machine,Kneeling Cable Pull Through,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-Kneeling-Pull-Through.gif
Beginner,Machine,Kneeling Cable Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Cable-Shoulder-Press.gif
Beginner,Machine,Kneeling Cable Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Cable-Triceps-Extension.gif
Beginner,Bodyweight,Kneeling Diamond Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/04/Knee-Push-Up.gif
Beginner,Machine,Kneeling High Pulley Row,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kneeling-High-Pulley-Row.gif
Beginner,Stretch,Kneeling Hip Flexor Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/08/Kneeling-Hip-Flexor-Stretch.gif
Beginner,Freeweight,Kneeling Incline Press | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Kneeling-Incline-Press-Gymstick.gif
Beginner,Bodyweight,Kneeling Jump Squat,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Jump-Squat.gif
Beginner,Barbell,Kneeling Landmine Press,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kneeling-Landmine-Press.gif
Beginner,Stretch,Kneeling Leg Out Adductor Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/12/Kneeling-Leg-Out-Adductor-Stretch.gif
Beginner,Stretch,Kneeling Neck Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Kneeling-Neck-Stretch.gif
Beginner,Freeweight,Kneeling Pulldown With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Kneeling-pulldown.gif
Beginner,Bodyweight,Kneeling Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/01/Kneeling-Push-up.gif
Beginner,Stretch,Kneeling Quad Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lateral-Speed-Step.gif
Beginner,Machine,Kneeling Single Arm High Pulley Row,https://fitnessprogramer.com/wp-content/uploads/2021/09/Kneeling-Single-Arm-High-Pulley-Row.gif
Beginner,Freeweight,Kneeling Single Leg Kick | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Kneeling-Single-Leg-Kick.gif
Beginner,Bodyweight,Kneeling T-spine Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/08/Kneeling-T-spine-Rotation.gif
Beginner,Bodyweight,Knuckle Push-Up,https://fitnessprogramer.com/wp-content/uploads/2022/07/Knuckle-Push-Up.gif
Beginner,Bodyweight,Korean Dips,https://fitnessprogramer.com/wp-content/uploads/2022/01/Korean-Dips.gif
Beginner,Barbell,Landmine Deadlift,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Deadlift.gif
Intermediate,Barbell,Landmine Floor Chest Fly,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Floor-Chest-Fly.gif
Intermediate,Barbell,Landmine Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/10/Landmine-Lateral-Raise.gif
Intermediate,Barbell,Landmine Lunge,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Lunge.gif
Intermediate,Barbell,Landmine Squat,https://fitnessprogramer.com/wp-content/uploads/2022/10/Landmine-Squat.gif
Intermediate,Barbell,Landmine Squat to Press,https://fitnessprogramer.com/wp-content/uploads/2021/04/Landmine-Press.gif
Intermediate,Barbell,Landmine T-Bar Row,https://fitnessprogramer.com/wp-content/uploads/2021/04/t-bar-rows.gif
Intermediate,Barbell,Landmine Twist,https://fitnessprogramer.com/wp-content/uploads/2021/06/Landmine-Twist.gif
Beginner,Machine,Lat Pulldown,https://fitnessprogramer.com/wp-content/uploads/2021/02/Lat-Pulldown.gif
Beginner,Bodyweight,Lateral Leg Swings,https://fitnessprogramer.com/wp-content/uploads/2023/06/Lateral-Leg-Swings.gif
Beginner,Machine,Lateral Raise Machine,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lateral-Raise-Machine.gif
Beginner,Bodyweight,Lateral Raise with Towel on Wall,https://fitnessprogramer.com/wp-content/uploads/2023/06/Lateral-Raise-with-Towel-on-Wall.gif
Beginner,Bodyweight,Lateral Speed Step,https://fitnessprogramer.com/wp-content/uploads/2021/05/Kettlebell-Single-Leg-Deadlift.gif
Beginner,Bodyweight,Lateral Step-up,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lateral-Step-up.gif
Intermediate,Bodyweight,Lean Planche,https://fitnessprogramer.com/wp-content/uploads/2025/04/lean-planche.png
Beginner,Machine,Leaning Cable Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Leaning-Cable-Lateral-Raise.gif
Beginner,Freeweight,Leaning Single Arm Dumbbell Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/06/Leaning-Single-Arm-Dumbbell-Lateral-Raise.gif
Beginner,Bodyweight,Leg Curl On Stability Ball,https://fitnessprogramer.com/wp-content/uploads/2021/08/leg-curl-on-stability-ball.gif
Beginner,Machine,Leg Press,https://fitnessprogramer.com/wp-content/uploads/2015/11/Leg-Press.gif
Beginner,Machine,Leg Press Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2021/05/Leg-Press-Calf-Raise.gif
Beginner,Bodyweight,Leg Pull-in Knee-ups,https://fitnessprogramer.com/wp-content/uploads/2021/02/Leg-Pull-In-Knee-ups.gif
Beginner,Bodyweight,Leg Raise,https://fitnessprogramer.com/wp-content/uploads/2021/02/Lying-Leg-Raise.gif
Beginner,Bodyweight,Leg Scissors,https://fitnessprogramer.com/wp-content/uploads/2022/12/Leg-Scissors.gif
Beginner,Bodyweight,Legless Rope Climb,https://fitnessprogramer.com/wp-content/uploads/2022/02/Rope-Climb.gif
Beginner,Machine,Lever Cable Rear Pulldown,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lever-Cable-Rear-Pulldown.gif
Beginner,Machine,Lever Decline Chest Press,https://fitnessprogramer.com/wp-content/uploads/2022/01/Lever-Decline-Chest-Press.gif
Beginner,Freeweight,Lever Neck Extension (plate loaded),https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Neck-Extension-plate-loaded.gif
Beginner,Freeweight,Lever Neck Right Side Flexion (plate loaded),https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Neck-Right-Side-Flexion-plate-loaded.gif
Beginner,Yoga,Locust Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Locust-Yoga-Pose.png
Beginner,Freeweight,Log Lift,https://fitnessprogramer.com/wp-content/uploads/2022/02/Log-Lift.gif
Beginner,Bodyweight,Long Arm Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/02/Long-Arm-Crunch.gif
Intermediate,Bodyweight,Long Jump,https://fitnessprogramer.com/wp-content/uploads/2021/03/Long-Jump-Plyometrics.gif
Beginner,Machine,Low Cable Crossover,https://fitnessprogramer.com/wp-content/uploads/2021/02/Low-Cable-Crossover.gif
Beginner,Machine,Low Cable Tricep Kickback,https://fitnessprogramer.com/wp-content/uploads/2022/10/Low-Cable-Tricep-Kickback.gif
Beginner,Freeweight,Low Chest Fly With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Low-fly.gif
Intermediate,Bodyweight,L-Sit,https://fitnessprogramer.com/wp-content/uploads/2021/09/L-Sit.gif
Advanced,Bodyweight,L-Sit Pull-Up,https://fitnessprogramer.com/wp-content/uploads/2023/06/L-Pull-Up.gif
Beginner,Stretch,Lunging Straight Leg Calf Stretch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lunging-Straight-Leg-Calf-Stretch.gif
Beginner,Freeweight,Lying Alternate Leg Press | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Lying-Alternate-Leg-Press.gif
Intermediate,Barbell,Lying Barbell Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Triceps-Extension.gif
Beginner,Machine,Lying Cable Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/lying-cable-curl.gif
Beginner,Machine,Lying Cable Fly,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lying-Cable-Fly.gif
Beginner,Machine,Lying Cable Reverse Fly,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lying-Cable-Reverse-Fly.gif
Beginner,Machine,Lying Chest Press Machine,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-Chest-Press-Machine.gif
Beginner,Freeweight,Lying Dumbbell Leg Curl,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lying-Dumbbell-Leg-Curl.gif
Beginner,Stretch,Lying Glute Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lying-glute-stretch.gif
Beginner,Stretch,Lying Hamstring Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/05/Hamstrings-Lying-Stretch.gif
Intermediate,Barbell,Lying High Bench Barbell Curl,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lying-High-Bench-Barbell-Curl.gif
Beginner,Machine,Lying Indoor Cycling,https://fitnessprogramer.com/wp-content/uploads/2022/06/Recumbent-Exercise-Bike.gif
Beginner,Bodyweight,Lying Knee Raise,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lying-Knee-Raise.gif
Beginner,Bodyweight,Lying Scissor Kick,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lying-Scissor-Kick.gif
Beginner,Freeweight,Lying Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lying-Shoulder-Press.gif
Beginner,Bodyweight,Lying Toe Touches,https://fitnessprogramer.com/wp-content/uploads/2022/12/Lying-Toe-Touches.gif
Beginner,Bodyweight,Lying Upper Body Rotation,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Upper-Body-Rotation.gif
Beginner,Freeweight,Lying Weighted Neck Extension,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Weighted-Neck-Extension.gif
Beginner,Freeweight,Lying Weighted Neck Flexion,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lying-Weighted-Neck-Flexion.gif
Beginner,Machine,Machine Assisted Single Leg Press,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Assisted-Leg-Press.gif
Beginner,Machine,Machine Biceps Curl,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Biceps-Curl.gif
Beginner,Machine,Machine Crossovers,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Crossovers.gif
Beginner,Machine,Machine Deadlift,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lever-Deadlift.gif
Beginner,Machine,Machine Donkey Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Donkey-Calf-Raise.gif
Beginner,Machine,Machine Fly,https://fitnessprogramer.com/wp-content/uploads/2021/05/10301301-Lever-Pec-Deck-Fly_Chest_720.gif
Beginner,Machine,Machine Front Pulldown,https://fitnessprogramer.com/wp-content/uploads/2021/05/Front-Pulldown.gif
Beginner,Machine,Machine Gripless Shrug,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Gripless-Shrug.gif
Beginner,Machine,Machine High Row,https://fitnessprogramer.com/wp-content/uploads/2023/06/Lever-High-Row.gif
Beginner,Machine,Machine Incline Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Incline-Chest-Press.gif
Beginner,Machine,Machine Incline Hammer Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Incline-Hammer-Chest-Press.gif
Beginner,Machine,Machine Kneeling Leg Curl,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Kneeling-Leg-Curl-.gif
Beginner,Machine,Machine Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Lateral-Raise.gif
Beginner,Machine,Machine Leg Curl,https://fitnessprogramer.com/wp-content/uploads/2021/02/Leg-Curl.gif
Beginner,Machine,Machine Leg Extension,https://fitnessprogramer.com/wp-content/uploads/2021/02/LEG-EXTENSION.gif
Beginner,Machine,Machine Lever Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Chest-Press.gif
Beginner,Machine,Machine Lying Crunch,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Lying-Crunch.gif
Beginner,Machine,Machine One-Arm Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lever-One-Arm-Chest-Press.gif
Beginner,Machine,Machine Preacher Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Preacher-Curl.gif
Beginner,Machine,Machine Pullover,https://fitnessprogramer.com/wp-content/uploads/2022/02/Lever-Pullover-plate-loaded.gif
Beginner,Machine,Machine Reverse Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Reverse-Shoulder-Press.gif
Beginner,Machine,Machine Reverse T-Bar Row,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lever-Reverse-T-Bar-Row.gif
Beginner,Machine,Machine Seated Calf Raise,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Seated-Calf-Raise.gif
Beginner,Machine,Machine Seated Leg Curl,https://fitnessprogramer.com/wp-content/uploads/2021/08/Seated-Leg-Curl.gif
Beginner,Machine,Machine Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Shoulder-Press.gif
Beginner,Machine,Machine Shoulder Press (Hammer Grip),https://fitnessprogramer.com/wp-content/uploads/2022/04/Lever-Shoulder-Press-Hammer-Grip.gif
Beginner,Machine,Machine Shrug,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Shrug.gif
Beginner,Machine,Machine Side Hip Abduction,https://fitnessprogramer.com/wp-content/uploads/2022/04/Lever-Side-Hip-Abduction.gif
Beginner,Machine,Machine Side Hip Adduction,https://fitnessprogramer.com/wp-content/uploads/2021/05/Lever-Side-Hip-Adduction.gif
Beginner,Machine,Machine Single Leg Curl,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Single-Leg-Curl.gif
Beginner,Machine,Machine Standing Hip Extension,https://fitnessprogramer.com/wp-content/uploads/2022/11/Lever-Standing-Hip-Extension.gif
Beginner,Machine,Machine Standing Leg Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Standing-Leg-Raise.gif
Beginner,Machine,Machine Standing Rear Kick,https://fitnessprogramer.com/wp-content/uploads/2021/09/Lever-Standing-Rear-Kick.gif
Beginner,Machine,Machine T-Bar Row,https://fitnessprogramer.com/wp-content/uploads/2021/02/Lever-T-bar-Row.gif
Beginner,Machine,Machine Triceps Dip,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Overhand-Triceps-Dip.gif
Beginner,Machine,Machine Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/04/Lever-Tricep-Extension.gif
Beginner,Yoga,Makarasana - Crocodile Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Crocodile-Yoga-Pose.gif
Beginner,Yoga,Malasana | Squat Pose or Garland Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Malasana-Squat-Pose-or-Garland-Pose.png
Beginner,Machine,Manual Treadmill,https://fitnessprogramer.com/wp-content/uploads/2021/06/Assault-Air-Runner.gif
Intermediate,Freeweight,Medicine Ball Crunch,https://fitnessprogramer.com/wp-content/uploads/2022/07/Medicine-Ball-Crunch.gif
Beginner,Freeweight,Medicine ball Overhead Slam,https://fitnessprogramer.com/wp-content/uploads/2022/06/Medicine-ball-Overhead-Slam-exercise.gif
Intermediate,Freeweight,Medicine Ball Overhead Throw,https://fitnessprogramer.com/wp-content/uploads/2023/09/Medicine-Ball-Overhead-Throw.gif
Intermediate,Bodyweight,Medicine Ball Push-Up,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif
Beginner,Freeweight,Medicine Ball Rotational Throw,https://fitnessprogramer.com/wp-content/uploads/2023/12/Medicine-Ball-Rotational-Throw.gif
Intermediate,Freeweight,Medicine Ball-Sit-up Throw,https://fitnessprogramer.com/wp-content/uploads/2023/01/Medicine-Ball-Sit-up-Throw.gif
Beginner,Freeweight,Middle Chest fly With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/Middle-fly.gif
Beginner,Bodyweight,Modified Hindu Push-up,https://fitnessprogramer.com/wp-content/uploads/2022/07/Modified-Hindu-Push-up.gif
Beginner,Bodyweight,Mountain Climber,https://fitnessprogramer.com/wp-content/uploads/2021/02/Mountain-climber.gif
Intermediate,Barbell,Muscle Snatch,https://fitnessprogramer.com/wp-content/uploads/2022/02/Barbell-Muscle-Snatch.gif
Elite,Bodyweight,Muscle-Up,https://fitnessprogramer.com/wp-content/uploads/2021/05/Muscle-up-vertical-bar.gif
Beginner,Bodyweight,Narrow Grip Wall Push-Up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Narrow-Grip-Wall-Push-Up.gif
Beginner,Yoga,Nauka Sanchalanasan | Rowing the Boat Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Rowing-Boat-Yoga-Pose.gif
Intermediate,Bodyweight,Navy Seal Burpee,https://fitnessprogramer.com/wp-content/uploads/2023/10/Navy-Seal-Burpee.gif
Beginner,Stretch,Neck Extension Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/07/Neck-Extension-Stretching.png
Beginner,Stretch,Neck Flexion Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/07/Neck-Flexion-Stretch.png
Beginner,Stretch,Neck Rotation Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/07/Rotating-Neck-Stretch.gif
Beginner,Bodyweight,Neutral Grip Pull-up,https://fitnessprogramer.com/wp-content/uploads/2022/08/neutral-grip-pull-up.gif
Advanced,Bodyweight,Nordic Hamstring Curl,https://fitnessprogramer.com/wp-content/uploads/2021/06/Nordic-Hamstring-Curl.gif
Beginner,Bodyweight,Oblique Floor Crunches,https://fitnessprogramer.com/wp-content/uploads/2021/05/Oblique-Floor-Crunches.gif
Beginner,Freeweight,One Arm Biceps Curl,https://fitnessprogramer.com/wp-content/uploads/2022/04/One-Arm-Biceps-Curl-1.gif
Beginner,Machine,One Arm Cable Bicep Curl,https://fitnessprogramer.com/wp-content/uploads/2022/06/One-Arm-Cable-Bicep-Curl.gif
Beginner,Machine,One Arm Cable Curl,https://fitnessprogramer.com/wp-content/uploads/2021/02/One-Arm-Cable-Curl.gif
Beginner,Freeweight,One Arm Cable Row,https://fitnessprogramer.com/wp-content/uploads/2021/02/One-arm-Cable-Row.gif
Intermediate,Bodyweight,One Arm Chin-Up,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Chin-Up.gif
Beginner,Machine,One Arm Decline Cable Fly,https://fitnessprogramer.com/wp-content/uploads/2021/06/One-Arm-Decline-Cable-Fly.gif
Beginner,Freeweight,One Arm Dumbbell Snatch,https://fitnessprogramer.com/wp-content/uploads/2021/05/One-Arm-Dumbbell-Snatch.gif
Beginner,Machine,One Arm High Pulley Overhead Tricep Extension,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cable-One-Arm-High-Pulley-Overhead-Tricep-Extension.gif
Beginner,Freeweight,One Arm Kettlebell Snatch,https://fitnessprogramer.com/wp-content/uploads/2021/03/One-Arm-Kettlebell-Snatch-exercise.gif
Beginner,Freeweight,One Arm Kettlebell Swing,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif
Intermediate,Barbell,One Arm Landmine Row,https://fitnessprogramer.com/wp-content/uploads/2021/10/One-Arm-Landmine-Row.gif
Beginner,Freeweight,One Arm Medicine Ball Slam,https://fitnessprogramer.com/wp-content/uploads/2024/06/One-Arm-Medicine-Ball-Slam.gif
Beginner,Freeweight,One Arm Prone Dumbbell Curl,https://fitnessprogramer.com/wp-content/uploads/2022/02/One-Arm-Prone-Dumbbell-Curl.gif
Intermediate,Bodyweight,One Arm Push Ups With Support,https://fitnessprogramer.com/wp-content/uploads/2022/01/One-Arm-Push-Ups-With-Support.gif
Beginner,Machine,One Arm Triceps Pushdown,https://fitnessprogramer.com/wp-content/uploads/2022/11/One-arm-triceps-pushdown.gif
Intermediate,Bodyweight,One Leg Push-Up,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Leg-Push-Up.gif
Intermediate,Barbell,One-Arm Barbell Row,https://fitnessprogramer.com/wp-content/uploads/2021/06/One-Arm-Barbell-Row-.gif
Beginner,Machine,One-Arm Bent Over Cable Lateral Raise,https://fitnessprogramer.com/wp-content/uploads/2021/09/One-Arm-Bent-Over-Cable-Lateral-Raise.gif
Beginner,Freeweight,One-Arm Biceps Curl With Resistance Band,https://fitnessprogramer.com/wp-content/uploads/2022/05/One-Arm-Biceps-Curl.gif
Beginner,Machine,One-Arm Cable Chest Press,https://fitnessprogramer.com/wp-content/uploads/2021/12/One-Arm-Cable-Chest-Press.gif
Beginner,Freeweight,One-Arm Dumbbell Upright Row,https://fitnessprogramer.com/wp-content/uploads/2022/12/One-Arm-Dumbbell-Upright-Row.gif
Beginner,Freeweight,One-Arm Kettlebell Chest Press,https://fitnessprogramer.com/wp-content/uploads/2022/10/One-Arm-Kettlebell-Chest-Press-on-the-Bench.gif
Beginner,Freeweight,One-Arm Lying Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/04/One-Arm-Lying-Triceps-Extension.gif
Beginner,Freeweight,One-Arm Pronated Dumbbell Triceps Extension,https://fitnessprogramer.com/wp-content/uploads/2021/06/One-Arm-Pronated-Dumbbell-Triceps-Extension-.gif
Beginner,Machine,One-Arm Reverse Pushdown,https://fitnessprogramer.com/wp-content/uploads/2021/02/One-Arm-Reverse-Push-Down.gif
Advanced,Bodyweight,One-Arm Single-Leg Bench Dips,https://fitnessprogramer.com/wp-content/uploads/2025/04/One-arm-Single-leg-Bench-Dips.gif
Beginner,Bodyweight,Outdoor Bicycle,https://fitnessprogramer.com/wp-content/uploads/2022/02/Riding-Outdoor-Bicycle.gif
Beginner,Machine,Overhead Cable Curl,https://fitnessprogramer.com/wp-content/uploads/2021/04/overhead-cable-curl.gif
Intermediate,Barbell,Overhead Shrug,https://fitnessprogramer.com/wp-content/uploads/2022/07/overhead-shrug.gif
Intermediate,Barbell,Overhead Squat,https://fitnessprogramer.com/wp-content/uploads/2022/07/overhead-squat.gif
Beginner,Freeweight,Overhead Triceps Extension | Gymstick,https://fitnessprogramer.com/wp-content/uploads/2022/05/Overhead-Triceps-Extension.gif
Beginner,Yoga,Pada Hastasana | Hands to Feet Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Pada-Hastasana-Hands-to-Feet-Pose.gif
Beginner,Bodyweight,Parallel Bar Dips,https://fitnessprogramer.com/wp-content/uploads/2022/04/parallel-bar-dip.gif
Beginner,Yoga,Parsva Balasana | Thread the Needle Pose,https://fitnessprogramer.com/wp-content/uploads/2022/05/Parsva-Balasana-Thread-the-Needle-Pose.gif
Beginner,Machine,Pec Deck Fly,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pec-Deck-Fly.gif
Beginner,Bodyweight,Pelvic Tilt,https://fitnessprogramer.com/wp-content/uploads/2022/02/Pelvic-Tilt.gif
Beginner,Machine,Pendulum Squat,https://fitnessprogramer.com/wp-content/uploads/2022/10/Pendulum-Squat.gif
Beginner,Bodyweight,Pike Push-up,https://fitnessprogramer.com/wp-content/uploads/2021/06/Pike-Push-up.gif
Advanced,Bodyweight,Pike Push-Up Between Chairs,https://fitnessprogramer.com/wp-content/uploads/2022/12/Pike-Push-Up-Between-Chairs.gif
Intermediate,Barbell,Pin Squat,https://fitnessprogramer.com/wp-content/uploads/2023/05/Pin-Squat.gif
Beginner,Stretch,Piriformis Stretch,https://fitnessprogramer.com/wp-content/uploads/2021/02/Piriformis-Stretch.gif
Beginner,Bodyweight,Pistol Squat,https://fitnessprogramer.com/wp-content/uploads/2021/02/Pistol-Squat.gif
Beginner,Bodyweight,Pistol Squat to Box,https://fitnessprogramer.com/wp-content/uploads/2022/10/Pistol-Squat-to-Box.gif
Beginner,Bodyweight,Plank,https://fitnessprogramer.com/wp-content/uploads/2021/02/plank.gif
Beginner,Bodyweight,Plank Jacks / Extended Leg,https://fitnessprogramer.com/wp-content/uploads/2015/06/Plank-Jacks-Extended-Leg.gif
Beginner,Bodyweight,Plank Knee to Elbow,https://fitnessprogramer.com/wp-content/uploads/2021/02/PLANK-KNEE-TO-ELBOW.gif
Beginner,Bodyweight,Plank Leg Lift,https://fitnessprogramer.com/wp-content/uploads/2021/02/Plank-Leg-Lift.gif
Intermediate,Bodyweight,Plank With Arm And Leg Lift,https://fitnessprogramer.com/wp-content/uploads/2021/04/Plank-with-Arm-and-Leg-Lift.gif
Beginner,Freeweight,Plate Loaded Seated Row,https://fitnessprogramer.com/wp-content/uploads/2022/02/Plate-Loaded-Seated-Row.gif
Beginner,Machine,Plate Loaded Shoulder Press,https://fitnessprogramer.com/wp-content/uploads/2022/04/Plate-Loaded-Shoulder-Press.gif
Beginner,Freeweight,Plie Dumbbell Squat,https://fitnessprogramer.com/wp-content/uploads/2023/01/Sumo-Plie-Dumbbell-Squat.gif
